,股票代码,p-value,时间长度,adf统计量,置信
249,ITW,0.3418276276425115,3996,-1.879369676141936,"{'1%': -3.4319887450134567, '5%': -2.862264107905561, '10%': -2.567155450408488}"
250,ILMN,,3872,,
251,IR,0.1366846655235987,3996,-2.418129746732122,"{'1%': -3.4319887450134567, '5%': -2.862264107905561, '10%': -2.567155450408488}"
252,INTC,6.090786047857016e-06,3996,-5.277642701363096,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
253,ICE,,2537,,
254,IBM,0.6685828627075623,3994,-1.2116069699621939,"{'1%': -3.431999076458594, '5%': -2.862268671768981, '10%': -2.5671578800184744}"
255,INCY,0.13080297063016316,3995,-2.4398515590310788,"{'1%': -3.432001158399631, '5%': -2.8622695914539453, '10%': -2.5671583696206057}"
256,IP,0.1431999551028662,3994,-2.3948334050037645,"{'1%': -3.431989155785145, '5%': -2.8622642893621704, '10%': -2.5671555470083454}"
257,IPG,0.09028523845849529,3994,-2.6132714268681214,"{'1%': -3.4320015754188202, '5%': -2.862269775669594, '10%': -2.5671584676893895}"
258,IFF,0.9951032633655577,3994,1.0869010623824669,"{'1%': -3.4319936879026813, '5%': -2.862266291403747, '10%': -2.5671566128112553}"
259,INTU,0.8120087367849771,3994,-0.8238731608974159,"{'1%': -3.4319949282875872, '5%': -2.8622668393374067, '10%': -2.567156904508229}"
260,ISRG,,3901,,
261,IVZ,0.027317718121143076,3996,-3.089794496004344,"{'1%': -3.432000741590981, '5%': -2.862269407331276, '10%': -2.567158271601324}"
262,IPGP,,2270,,
263,IQV,,0,,
264,IRM,0.002982140287093878,3997,-3.792771847145851,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
265,JKHY,0.9785205393035777,3996,0.3263248985128451,"{'1%': -3.431998660700255, '5%': -2.862268488110152, '10%': -2.567157782246144}"
266,JEC,0.021624906697899567,3997,-3.172625653323767,"{'1%': -3.4319957562514243, '5%': -2.862267205086051, '10%': -2.5671570992175385}"
267,JBHT,0.6603174671145171,3997,-1.2305507159998774,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
268,JEF,,0,,
269,SJM,0.9417916391322259,3997,-0.17187871776418392,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
270,JNJ,0.6201791381629639,3996,-1.3195548587534498,"{'1%': -3.4319957562514243, '5%': -2.862267205086051, '10%': -2.5671570992175385}"
271,JCI,0.14135079100242665,3997,-2.401367581155048,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
272,JPM,0.003446996758011867,3997,-3.751282176590638,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
273,JNPR,1.3018111705142339e-08,3997,-6.480052238370877,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
274,KSU,0.4602928394867146,3997,-1.6437675201573163,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
275,K,0.6592757807392945,3997,-1.232921672678095,"{'1%': -3.431988334447595, '5%': -2.8622639265398497, '10%': -2.567155353857025}"
276,KEY,0.7931620011746223,3996,-0.8841043578365262,"{'1%': -3.431998660700255, '5%': -2.862268488110152, '10%': -2.567157782246144}"
277,KEYS,,283,,
278,KMB,0.9751917812922566,3997,0.2551736857646028,"{'1%': -3.431988334447595, '5%': -2.8622639265398497, '10%': -2.567155353857025}"
279,KIM,0.33058877490922733,3997,-1.903132812999054,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
280,KMI,,1221,,
281,KLAC,0.02226149918885105,3997,-3.1624850906719817,"{'1%': -3.4319936879026813, '5%': -2.862266291403747, '10%': -2.5671566128112553}"
282,KSS,0.0001190956469685803,3997,-4.619097220850842,"{'1%': -3.431999076458594, '5%': -2.862268671768981, '10%': -2.5671578800184744}"
283,KHC,,117,,
284,KR,0.34849497794921347,3997,-1.865429053010488,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
285,LB,0.992288686252743,3997,0.8422666818594391,"{'1%': -3.431996999761174, '5%': -2.862267754399713, '10%': -2.5671573916492325}"
286,LLL,0.1069646413130097,3997,-2.535975406029871,"{'1%': -3.4319949282875872, '5%': -2.8622668393374067, '10%': -2.567156904508229}"
287,LH,0.116423019647799,3997,-2.49611267725011,"{'1%': -3.431995342165344, '5%': -2.862267022165729, '10%': -2.5671570018383933}"
288,LRCX,1.5034332912932675e-05,3997,-5.084880054631476,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
289,LW,,0,,
290,LEG,0.698817562403164,3997,-1.1401024420446277,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
291,LEN,0.2381174092582366,3997,-2.116031243094635,"{'1%': -3.4319908009332663, '5%': -2.8622650160989567, '10%': -2.5671559338924497}"
292,LLY,0.6209955110321852,3997,-1.317787980917779,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
293,LNC,0.2440834732584825,3996,-2.1010727224418937,"{'1%': -3.431996999761174, '5%': -2.862267754399713, '10%': -2.5671573916492325}"
294,LIN,,3182,,
295,LKQ,,3074,,
296,LMT,0.9895311553741282,3997,0.6848757354906394,"{'1%': -3.431996585049182, '5%': -2.8622675712029735, '10%': -2.5671572941229215}"
297,L,0.031839648413431794,3996,-3.0339916523650587,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
298,LOW,0.3892121918857845,3996,-1.782443481350539,"{'1%': -3.431989155785145, '5%': -2.8622642893621704, '10%': -2.5671555470083454}"
299,LYB,,1423,,
300,MTB,0.0002898766311399529,3997,-4.405815568059707,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
301,MAC,0.5194774114969892,3997,-1.528281473385738,"{'1%': -3.4319912127364143, '5%': -2.8622651980110834, '10%': -2.567156030734827}"
302,M,0.3204473585009252,3997,-1.9248831129646695,"{'1%': -3.431988334447595, '5%': -2.8622639265398497, '10%': -2.567155353857025}"
303,MRO,0.222221920295537,3997,-2.1569956995955515,"{'1%': -3.431989566762815, '5%': -2.862264470909746, '10%': -2.567155643656634}"
304,MPC,,1129,,
305,MAR,0.3706885360377151,3997,-1.819776120797955,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
306,MMC,0.2695774683637696,3997,-2.0393803229424603,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
307,MLM,0.6819655814371436,3997,-1.180409950062575,"{'1%': -3.4319999086046633, '5%': -2.8622690393645924, '10%': -2.5671580757111188}"
308,MAS,0.4345216787913102,3997,-1.693389315409921,"{'1%': -3.4319903893367205, '5%': -2.8622648342780708, '10%': -2.5671558370986496}"
309,MA,,2410,,
310,MAT,0.3842145775270229,3997,-1.7924537572065065,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
311,MKC,0.9142755892308305,3997,-0.3744657087437641,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
312,MXIM,0.08192461477837104,3997,-2.656223643735138,"{'1%': -3.4319999086046633, '5%': -2.8622690393645924, '10%': -2.5671580757111188}"
313,MCD,0.9895075421645292,3997,0.683731178500252,"{'1%': -3.431992862018147, '5%': -2.8622659265733703, '10%': -2.5671564185908364}"
314,MCK,0.9856975349872009,3997,0.5279230664346095,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
315,MDT,0.7466409521360501,3996,-1.0180048022835368,"{'1%': -3.431998245151502, '5%': -2.8622683045438806, '10%': -2.567157684523092}"
316,MRK,0.2247736738741809,3997,-2.1503041868769217,"{'1%': -3.4319903893367205, '5%': -2.8622648342780708, '10%': -2.5671558370986496}"
317,MET,,3951,,
318,MTD,0.9966828310481203,3997,1.3133837352558688,"{'1%': -3.431999076458594, '5%': -2.862268671768981, '10%': -2.5671578800184744}"
319,MGM,0.37806111653337127,3996,-1.8048406315806456,"{'1%': -3.4319887450134567, '5%': -2.862264107905561, '10%': -2.567155450408488}"
320,MCHP,0.00205584817314662,3997,-3.8971599284922718,"{'1%': -3.431999492426677, '5%': -2.862268855520438, '10%': -2.5671579778401203}"
321,MU,2.1218636429291744e-06,3997,-5.49609110350447,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
322,MSFT,0.0004798481014685394,3996,-4.280605236408231,"{'1%': -3.431999492426677, '5%': -2.862268855520438, '10%': -2.5671579778401203}"
323,MAA,0.9321337129672674,3997,-0.251226300395572,"{'1%': -3.4319999086046633, '5%': -2.8622690393645924, '10%': -2.5671580757111188}"
324,MHK,0.9735041444910967,3997,0.2226577041449176,"{'1%': -3.4319912127364143, '5%': -2.8622651980110834, '10%': -2.567156030734827}"
325,TAP,0.1676165934569358,3997,-2.313608254570501,"{'1%': -3.4319887450134567, '5%': -2.862264107905561, '10%': -2.567155450408488}"
326,MDLZ,,3653,,
327,MNST,0.37813386386880127,3997,-1.80469378187925,"{'1%': -3.4319961705459843, '5%': -2.862267388098443, '10%': -2.5671571966457023}"
328,MCO,0.7247110067308327,3997,-1.075581104327347,"{'1%': -3.431988334447595, '5%': -2.8622639265398497, '10%': -2.567155353857025}"
329,MS,0.12226906280040079,3997,-2.472659482063147,"{'1%': -3.4319978298121763, '5%': -2.862268121070097, '10%': -2.5671575868492806}"
330,MOS,0.28555343963453134,3997,-2.002327649248982,"{'1%': -3.4319974146821197, '5%': -2.862267937688731, '10%': -2.5671574892246736}"
331,MSI,6.252985222425303e-07,3997,-5.74172873135045,"{'1%': -3.431999492426677, '5%': -2.862268855520438, '10%': -2.5671579778401203}"
332,MSCI,,2038,,
333,MYL,0.679379366337004,3997,-1.186491969913593,"{'1%': -3.4319957562514243, '5%': -2.862267205086051, '10%': -2.5671570992175385}"
334,NDAQ,,3393,,
335,NOV,0.17119399859998918,3997,-2.302403400753161,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
336,NKTR,1.791141286335453e-05,3997,-5.046858576970515,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
337,NTAP,3.612615968714256e-09,3996,-6.714398136688513,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
338,NFLX,,3419,,
339,NWL,0.9297312514298515,3997,-0.26937423748638856,"{'1%': -3.4319936879026813, '5%': -2.862266291403747, '10%': -2.5671566128112553}"
340,NEM,0.45734442609787423,3997,-1.6494171307663419,"{'1%': -3.4319978298121763, '5%': -2.862268121070097, '10%': -2.5671575868492806}"
341,NWSA,,632,,
342,NWS,,632,,
343,NEE,0.5566775531900285,3997,-1.45288292521791,"{'1%': -3.431988334447595, '5%': -2.8622639265398497, '10%': -2.567155353857025}"
344,NLSN,,1233,,
345,NKE,0.42857710139473687,3996,-1.704924359528849,"{'1%': -3.431989155785145, '5%': -2.8622642893621704, '10%': -2.5671555470083454}"
346,NI,0.13178229565381427,3996,-2.436186766080958,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
347,NBL,0.07312360217919939,3996,-2.7053117722768096,"{'1%': -3.431988334447595, '5%': -2.8622639265398497, '10%': -2.567155353857025}"
348,JWN,0.400374429803304,3996,-1.760235832170394,"{'1%': -3.431989155785145, '5%': -2.8622642893621704, '10%': -2.5671555470083454}"
349,NSC,0.7567318037037227,3997,-0.9904491269020463,"{'1%': -3.4319949282875872, '5%': -2.8622668393374067, '10%': -2.567156904508229}"
350,NTRS,0.23550464990070635,3997,-2.1226508590478397,"{'1%': -3.4319999086046633, '5%': -2.8622690393645924, '10%': -2.5671580757111188}"
351,NOC,0.9654400900578122,3997,0.09098369061940113,"{'1%': -3.431988334447595, '5%': -2.8622639265398497, '10%': -2.567155353857025}"
352,NCLH,,736,,
353,NRG,,3033,,
354,NUE,0.0007103767964433072,3996,-4.180656928989248,"{'1%': -3.4319887450134567, '5%': -2.862264107905561, '10%': -2.567155450408488}"
355,NVDA,0.006342578597595058,3997,-3.570889358196501,"{'1%': -3.431999492426677, '5%': -2.862268855520438, '10%': -2.5671579778401203}"
356,ORLY,1.0,3997,4.118693278305094,"{'1%': -3.431996999761174, '5%': -2.862267754399713, '10%': -2.5671573916492325}"
357,OXY,0.17504016715827053,3997,-2.290530799322453,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
358,OMC,0.15301686212523702,3997,-2.361103475720784,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
359,OKE,0.35130166665444373,3997,-1.8595935192419808,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
360,ORCL,0.001531673268541777,3997,-3.9777381587509755,"{'1%': -3.4319999086046633, '5%': -2.8622690393645924, '10%': -2.5671580757111188}"
361,PCAR,0.03316819498288617,3997,-3.018883066075802,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
362,PKG,0.9368286317217976,3997,-0.21402879906299735,"{'1%': -3.431998660700255, '5%': -2.862268488110152, '10%': -2.567157782246144}"
363,PH,0.3702109648602964,3997,-1.8207472996494984,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
364,PAYX,0.13670607547445734,3997,-2.4180519117728423,"{'1%': -3.431999492426677, '5%': -2.862268855520438, '10%': -2.5671579778401203}"
365,PYPL,,106,,
366,PNR,0.16629526408797624,3997,-2.3177876357153404,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
367,PBCT,0.29536114578310835,3997,-1.9801112070671076,"{'1%': -3.431989155785145, '5%': -2.8622642893621704, '10%': -2.5671555470083454}"
368,PEP,0.8263526058715324,3997,-0.7750103818307922,"{'1%': -3.4319949282875872, '5%': -2.8622668393374067, '10%': -2.567156904508229}"
369,PKI,0.10576495482045895,3997,-2.541217499986299,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
370,PRGO,0.9543456338281548,3997,-0.048356223093359366,"{'1%': -3.431996999761174, '5%': -2.862267754399713, '10%': -2.5671573916492325}"
371,PFE,0.5648902225796832,3997,-1.4360218347852964,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
372,PM,,1956,,
373,PSX,,929,,
374,PNW,0.43851605982041375,3997,-1.6856591275880102,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
375,PXD,0.6834373714153138,3997,-1.1769368988302815,"{'1%': -3.4319999086046633, '5%': -2.8622690393645924, '10%': -2.5671580757111188}"
376,PNC,0.41514152561909023,3997,-1.7311444919953283,"{'1%': -3.431999492426677, '5%': -2.862268855520438, '10%': -2.5671579778401203}"
377,RL,0.6378941641394698,3997,-1.2808348184341716,"{'1%': -3.431992862018147, '5%': -2.8622659265733703, '10%': -2.5671564185908364}"
378,PPG,0.5131946370878272,3997,-1.540891675337092,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
379,PPL,0.04081566546386304,3997,-2.940700632283554,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
380,PFG,,3565,,
381,PG,0.010800248341851624,3997,-3.404683365713368,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
382,PGR,0.2608483824792028,3997,-2.0601234198315197,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
383,PLD,0.2443798647849202,3997,-2.1003351315269883,"{'1%': -3.4319999086046633, '5%': -2.8622690393645924, '10%': -2.5671580757111188}"
384,PRU,,3529,,
385,PEG,0.20745831404190362,3997,-2.1966643998556963,"{'1%': -3.4319957562514243, '5%': -2.862267205086051, '10%': -2.5671570992175385}"
386,PSA,0.9985269376275043,3997,1.8993283789821347,"{'1%': -3.4319961705459843, '5%': -2.862267388098443, '10%': -2.5671571966457023}"
387,PHM,0.21546793310069035,3997,-2.1749352678859957,"{'1%': -3.431998660700255, '5%': -2.862268488110152, '10%': -2.567157782246144}"
388,PVH,0.6571378707187612,3997,-1.2377764838271885,"{'1%': -3.431993274856645, '5%': -2.8622661089427317, '10%': -2.5671565156766474}"
389,QRVO,,243,,
390,PWR,0.09056869217930097,3997,-2.611870100675493,"{'1%': -3.431996585049182, '5%': -2.8622675712029735, '10%': -2.5671572941229215}"
391,QCOM,9.490759573337653e-05,3997,-4.672122510783794,"{'1%': -3.431999492426677, '5%': -2.862268855520438, '10%': -2.5671579778401203}"
392,DGX,0.009002178777616726,3997,-3.4625654249722935,"{'1%': -3.431996999761174, '5%': -2.862267754399713, '10%': -2.5671573916492325}"
393,RJF,0.4871747827683969,3996,-1.5928687557936836,"{'1%': -3.4319903893367205, '5%': -2.8622648342780708, '10%': -2.5671558370986496}"
394,RTN,0.9952634920107518,3997,1.1055238827429725,"{'1%': -3.431989977946622, '5%': -2.8622646525483564, '10%': -2.56715574035339}"
395,O,0.29410559068037734,3997,-1.982934268553929,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
396,RHT,0.6798653043691094,3997,-1.1853511889029256,"{'1%': -3.431991624746321, '5%': -2.8622653800145192, '10%': -2.5671561276258172}"
397,REG,0.38793273971978026,3997,-1.785002110218668,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
398,REGN,1.0,3996,3.699152726082591,"{'1%': -3.431999492426677, '5%': -2.862268855520438, '10%': -2.5671579778401203}"
399,RF,0.881648372384938,3996,-0.5511224818312326,"{'1%': -3.431998660700255, '5%': -2.862268488110152, '10%': -2.567157782246144}"
400,RSG,0.23934136871011535,3997,-2.1129448567069944,"{'1%': -3.4319908009332663, '5%': -2.8622650160989567, '10%': -2.5671559338924497}"
401,RMD,0.0004499277584614404,3997,-4.296792642130004,"{'1%': -3.431993274856645, '5%': -2.8622661089427317, '10%': -2.5671565156766474}"
402,RHI,0.1879415009258512,3997,-2.2519262627310783,"{'1%': -3.431993274856645, '5%': -2.8622661089427317, '10%': -2.5671565156766474}"
403,ROK,0.7491900301419755,3997,-1.0111116720972284,"{'1%': -3.4319949282875872, '5%': -2.8622668393374067, '10%': -2.567156904508229}"
404,ROL,0.016968898005227218,3997,-3.255893428462029,"{'1%': -3.4319908009332663, '5%': -2.8622650160989567, '10%': -2.5671559338924497}"
405,ROP,0.9884426971637287,3997,0.6347995285325715,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
406,ROST,0.13601397014884747,3997,-2.420572452578161,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
407,RCL,0.9708086815423527,3997,0.17473943802365532,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
408,CRM,,2895,,
409,SBAC,0.9835158957497651,3997,0.45730218842436154,"{'1%': -3.431996999761174, '5%': -2.862267754399713, '10%': -2.5671573916492325}"
410,SLB,0.015528055913787836,3997,-3.2857399806648395,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
411,STX,,3279,,
412,SEE,0.19286152566215353,3996,-2.2376613079195886,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
413,SRE,0.9054239468596235,3997,-0.4273914956129299,"{'1%': -3.4319912127364143, '5%': -2.8622651980110834, '10%': -2.567156030734827}"
414,SHW,0.9978592450437291,3997,1.6005567240404897,"{'1%': -3.4319999086046633, '5%': -2.8622690393645924, '10%': -2.5671580757111188}"
415,SPG,0.9449953626761157,3997,-0.14289024697913208,"{'1%': -3.431996999761174, '5%': -2.862267754399713, '10%': -2.5671573916492325}"
416,SWKS,0.004102488638531769,3997,-3.700759152765206,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
417,SLG,0.5260866531723523,3997,-1.5149834419200239,"{'1%': -3.431998660700255, '5%': -2.862268488110152, '10%': -2.567157782246144}"
418,SNA,1.0,3997,3.007120127231273,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
419,SO,0.42039652945440087,3997,-1.7208630445025612,"{'1%': -3.431992862018147, '5%': -2.8622659265733703, '10%': -2.5671564185908364}"
420,LUV,0.8872590181768627,3997,-0.5239423573693671,"{'1%': -3.431999076458594, '5%': -2.862268671768981, '10%': -2.5671578800184744}"
421,SPGI,,0,,
422,SWK,0.8740055184237001,3997,-0.5864903903858784,"{'1%': -3.431989155785145, '5%': -2.8622642893621704, '10%': -2.5671555470083454}"
423,SBUX,0.4021838765591459,3997,-1.7566543294716197,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
424,STT,0.2049451138019403,3997,-2.2035898930343483,"{'1%': -3.4319999086046633, '5%': -2.8622690393645924, '10%': -2.5671580757111188}"
425,SYK,0.4336691204256981,3997,-1.6950413423962725,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
426,STI,0.7263141897685959,3997,-1.0714701154818083,"{'1%': -3.431998245151502, '5%': -2.8622683045438806, '10%': -2.567157684523092}"
427,SIVB,0.8713836744858416,3997,-0.598220232478739,"{'1%': -3.4319961705459843, '5%': -2.862267388098443, '10%': -2.5671571966457023}"
428,SYMC,0.008051990212355219,3997,-3.497482285953897,"{'1%': -3.4319961705459843, '5%': -2.862267388098443, '10%': -2.5671571966457023}"
429,SYF,,351,,
430,SNPS,0.10196922690276039,3997,-2.5581034775885247,"{'1%': -3.4319936879026813, '5%': -2.862266291403747, '10%': -2.5671566128112553}"
431,SYY,0.0037223982930798473,3997,-3.7290662496120404,"{'1%': -3.431992862018147, '5%': -2.8622659265733703, '10%': -2.5671564185908364}"
432,TROW,0.21091917234756102,3997,-2.1872127762369686,"{'1%': -3.4319949282875872, '5%': -2.8622668393374067, '10%': -2.567156904508229}"
433,TTWO,0.3077691546337629,3997,-1.9525247199228428,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
434,TPR,,0,,
435,TGT,0.21103531617612642,3997,-2.1868972662600634,"{'1%': -3.431988334447595, '5%': -2.8622639265398497, '10%': -2.567155353857025}"
436,TEL,,2145,,
437,FTI,,3651,,
438,TFX,0.9628062046691244,3997,0.054398912703080476,"{'1%': -3.431989155785145, '5%': -2.8622642893621704, '10%': -2.5671555470083454}"
439,TXN,1.718542987539521e-12,3997,-8.053335216806436,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
440,TXT,0.4303477621061344,3997,-1.701484535858309,"{'1%': -3.4319999086046633, '5%': -2.8622690393645924, '10%': -2.5671580757111188}"
441,TMO,0.9928285433895034,3997,0.8803565019074387,"{'1%': -3.4319957562514243, '5%': -2.862267205086051, '10%': -2.5671570992175385}"
442,TIF,0.5650575413794499,3997,-1.4356773509193723,"{'1%': -3.431999076458594, '5%': -2.862268671768981, '10%': -2.5671578800184744}"
443,TWTR,,533,,
444,TJX,0.6261595245797248,3997,-1.3065736403027355,"{'1%': -3.431988334447595, '5%': -2.8622639265398497, '10%': -2.567155353857025}"
445,TMK,0.07133498065210443,3997,-2.7158528321872133,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
446,TSS,0.9610799071698298,3997,0.03174441154241436,"{'1%': -3.431989155785145, '5%': -2.8622642893621704, '10%': -2.5671555470083454}"
447,TSCO,0.14572939251748396,3997,-2.3859911850668802,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
448,TDG,,2460,,
449,TRV,0.9717347845743842,3997,0.19069386818965503,"{'1%': -3.431998245151502, '5%': -2.8622683045438806, '10%': -2.567157684523092}"
450,TRIP,,1015,,
451,FOXA,0.008091448211797733,3997,-3.49596037835204,"{'1%': -3.4319978298121763, '5%': -2.862268121070097, '10%': -2.5671575868492806}"
452,FOX,0.011326889497240132,3997,-3.3893625946775714,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
453,TSN,0.9970728246941584,3996,1.3909901317058195,"{'1%': -3.4319949282875872, '5%': -2.8622668393374067, '10%': -2.567156904508229}"
454,UDR,0.8045917053079081,3997,-0.848073038960435,"{'1%': -3.4319961705459843, '5%': -2.862267388098443, '10%': -2.5671571966457023}"
455,ULTA,,2053,,
456,USB,0.4334802132855679,3997,-1.6954074954440772,"{'1%': -3.431998660700255, '5%': -2.862268488110152, '10%': -2.567157782246144}"
457,UAA,,0,,
458,UA,,2538,,
459,UNP,0.1620445643404248,3997,-2.331387545250903,"{'1%': -3.431988334447595, '5%': -2.8622639265398497, '10%': -2.567155353857025}"
460,UAL,,2486,,
461,UNH,0.42443482153789647,3997,-1.7129852266073857,"{'1%': -3.431989566762815, '5%': -2.862264470909746, '10%': -2.567155643656634}"
462,UPS,0.5045205275632948,3997,-1.5582582962040605,"{'1%': -3.4319949282875872, '5%': -2.8622668393374067, '10%': -2.567156904508229}"
463,URI,0.8058459195142478,3997,-0.8440281553970195,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
464,UTX,0.12706467389485981,3997,-2.4540258281346583,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
465,UHS,0.7636874174908499,3997,-0.9710183349721266,"{'1%': -3.4319903893367205, '5%': -2.8622648342780708, '10%': -2.5671558370986496}"
466,UNM,0.20646453807120263,3997,-2.1993965753991356,"{'1%': -3.4319908009332663, '5%': -2.8622650160989567, '10%': -2.5671559338924497}"
467,VFC,0.12404107946767945,3997,-2.465713164979485,"{'1%': -3.431987924087406, '5%': -2.862263745264969, '10%': -2.56715525735392}"
468,VLO,0.21873815095070082,3997,-2.1662068882465593,"{'1%': -3.4319978298121763, '5%': -2.862268121070097, '10%': -2.5671575868492806}"
469,VAR,0.12338832680306011,3997,-2.4682634776932733,"{'1%': -3.431993274856645, '5%': -2.8622661089427317, '10%': -2.5671565156766474}"
470,VTR,0.5088572904481442,3997,-1.5495813901041202,"{'1%': -3.4319961705459843, '5%': -2.862267388098443, '10%': -2.5671571966457023}"
471,VRSN,4.000209192376625e-05,3997,-4.86931266963948,"{'1%': -3.4320003249927113, '5%': -2.862269223301515, '10%': -2.567158173631508}"
472,VRSK,,1562,,
473,VZ,0.061189842218623364,3997,-2.779986961818324,"{'1%': -3.431998660700255, '5%': -2.862268488110152, '10%': -2.567157782246144}"
474,VRTX,0.7475274263378411,3996,-1.0156126854410228,"{'1%': -3.432000741590981, '5%': -2.862269407331276, '10%': -2.567158271601324}"
475,VIAB,,2528,,
476,V,,1954,,
477,VNO,0.36972986326776713,3997,-1.8217261254892696,"{'1%': -3.4319999086046633, '5%': -2.8622690393645924, '10%': -2.5671580757111188}"
478,VMC,0.48156825384696245,3997,-1.6040310390935637,"{'1%': -3.431988334447595, '5%': -2.8622639265398497, '10%': -2.567155353857025}"
479,WAB,0.5085933341959249,3997,-1.5501098298753668,"{'1%': -3.4319875139327345, '5%': -2.862263564080849, '10%': -2.567155160899137}"
480,WMT,0.24486166891808447,3997,-2.0991372256193905,"{'1%': -3.431989566762815, '5%': -2.862264470909746, '10%': -2.567155643656634}"
481,WBA,,244,,
482,DIS,0.9977922431897852,3997,1.578699116626186,"{'1%': -3.4319936879026813, '5%': -2.862266291403747, '10%': -2.5671566128112553}"
483,WM,0.5137575048913876,3997,-1.5397630796670596,"{'1%': -3.431992449387031, '5%': -2.862265744295594, '10%': -2.5671563215537856}"
